management,worklife,company,rank,culture,compensation,review,security,industry
3.8,4.1,Wegmans,18,4.2,4,"I have started at Wegmans as a part time employee and have been both a full timer and team leader. It was amazing at first,  when I was part time. They were super flexible and gave me weekends off and I wasn't held""accountable"" (that's a Wegmans word for  who gets the blame when things do not get done) for much. As a full timer, you clean up and pick up the slack of the part timers. Team leaders and department managers are oblivious and walk around talking to one another while the full timers are stressed and trying to keep things going. Schedules are horrible and you are always tired due to the crazy hours and too many consecutive days. As a team leader, nothing that you do is ever enough. They are always on your case because of payroll hours and opportunity hours. They want their cases full while keeping shrink low. Nothing is ever good enough.Pay is OK but the aggravation and being talked down by upper management makes it a horrible place to work.",4,Retail
3.8,4.1,Wegmans,18,4.2,4,"I work limited hours there per day, about five hours. We normally get a lot of distribution in around the holidays and especially on Thursdays and Sundays every week when the weather is nice (for the patio furniture which we sell). I enjoy working with the customers and giving them suggestions when it comes to what products have the best ratings.",4,Retail
3.8,4.1,Wegmans,18,4.2,4,Great place to work. The culture is great! The management is great but the hardest part of the job is moving up. The company is great but the ability to move up is hard because people usually work till they retire. This makes it difficult to move up in the company.,4,Retail
3.6,3.9,Delta,19,4,4,If you are baggage handler you will work in all implements of weather. The airport is 24/7 so they have multiple shifts to work. You do have the ability to move up if you work hard and do the job correctly and efficiently. You have to watch your time as the aircrafts are on a set time to depart as well as arrive.  There are many job opportunities within the company.,3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,Great group of people to work with on a multitude of projects.  Willing to share business knowledge with the opportunity to learn the airline industry.,3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,"Delta airlines is a fun place to work with amazing flight benefits. however, the jobs for advancement are few and far between and compensation is rather low for what type of work is required of you.",3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,good company to work for over past 25 years.  Always moved in positive directions and promotions.  Gone through lots of different training for improvement in different areas.,3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,Prior to bankruptcy the company was a great family oriented company that valued it's employees. I left just prior to the bankruptcy and have heard that the company has turned around.,3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,"Positive work area, i really enjoy working for Delta, they are Pro Family company. I also love the fact that they do not micro manage there agents, we are all grown ups, and that is how they treat us. ",3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,"Many years ago this was a GREAT place to work. Family atmosphere. People cared for one another. It slowly, changed like many big business.",3.7,Transport and Freight
3.8,4.1,Wegmans,18,4.2,4,Wegmans was a great place to work and I regret that I had to leave. The people there taught me many skills and I truly learned to provide incredible customer service (the Wegmans motto).,4,Retail
3.8,4.1,Wegmans,18,4.2,4,"5.5- 8 hour days as part time employee, great place to learn and grow within the company. For the most part great employees to work with. Workplace is fast paced on certain days of the week. If you are looking for weekends off the management staff is flexible, but you will still have to work most weekends. Overall great place to work as a young student.",4,Retail
3.6,3.9,Delta,19,4,4,"I've never felt like I belonged to a family at the work place until I worked here at Delta Airlines.  To this day, no company has even come close to Delta Airlines.",3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,I enjoyed working with the many employees on my team at Delta Airlines. They were willing to take me under their wing and teach me how to do so many things. They helped me tremendously in the learning process and accelerated my learning process.,3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,"Nice pay, great benefits and atmosphere. They promote from within, so there is opportunity fro growth.My coworkers were wonderful. like many companies micro-managment wasn't an issue.",3.7,Transport and Freight
3.6,3.9,Delta,19,4,4,Great place to work.  I like the work and the management.  It can be hard to work weekends and nights but that is the type of business delta is in.  I have had a great career.,3.7,Transport and Freight
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"My dream job: you love what you do, you can grow within an amazing company, you meet people from all over the world, you are surrounded by the best service, you are THE service.",4.2,"Restaurants, Travel and Leisure"
3.9,4,RE/MAX,16,4,3.4,"Re/Max Gold Coast is a fast paced busy Hoboken real Estate office. I have learned new computer skills while working here. Fantastic colleagues . Management good but office needs some better website presence and more modern offices. Office and facilities a little tired especially for the volume of business. Hardest part of the job , as an independent contractor hard to be motivated all the time especially in a volatile market.",3.4,NA
4,4.1,Insight Global,17,4.1,3.8,Insight has a great training program. I learned a lot while working for them.They teach you how to to grind and keep to a process which is very important for new graduates.,3.7,Consulting and Business Services
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"Greeted all guests in the lobby in a warm and professional manner, make them feel welcome. ",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"Wonderful company to work for. Compensation is great, benefits are great, lots of advancement available if work ethic is strong. Management can be on/off depending on the location.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"The things gained from working at the Ritz Carlton have carried on to other facets of my life.  A hard-working, yet relaxed environment in which employees attain the finest training and preparation the hospitality industry has to offer.  Communication skills greatly improved simply by continuously interacting with the guests, and constant work across the property (but not stressful) made it an extraordinary working experience.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,I loved working at The Ritz-Carlton. I was treated very well by management and other co-workers. There was always extra time offered to me to work. It was like my own family.,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"The failing of this company will be the management you encounter. There is a high turnover rate of managers coming and going from other properties and with each comes a new set of policies and procedures. Some are qualified and look out for their employees, while others do not know the work and are simply trying to find the next step up while tossing their line employees under the bus. The right manager plays a large part in how the day will go.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,Working at the Ritz Carlton as a concierge is the ultimate experience of customer service. It is a fabulous experience to exceed the customers wishes and expectations!,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"Having to have Majay customers depend on you opinion is an eye opening experience. Multi-tasking and handling high call volumes, has prepared me to handle anything that comes my way",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,0 words horrible experience  ,4.2,"Restaurants, Travel and Leisure"
3.9,4,RE/MAX,16,4,3.4,"During the hight of the bubble in central Oregon, Many people became greedy and backstabbing.  I did not want to be a part of the demise of the industry but my Principal Broker always stood up for me, in part because I was aware of the shady deals and avoided them.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,This job is very fun and flexible especially if you like working from home when convenient. It also helps keep you up to date on your social media marketing skills.,3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Positive culture, fast paced environment, track record of growth and success.   If you want to be successful in Real Estate, REMAX Elite is a great place to learn and grow.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Responsible for hiring, training and managing all leasing agents. ",3.4,NA
3.9,4,RE/MAX,16,4,3.4,Company supports its employees and offers training and the opportunity to advance.. Work as a solo agent or join a team. Located throughout the Charlotte area.,3.4,NA
3.9,4,RE/MAX,16,4,3.4,I worked for RE/MAX during the boom in 2004-2007 and our team was great at helping each other in trying to sell each other's listing and  in sharing strategies that were working.,3.4,NA
3.9,4,RE/MAX,16,4,3.4,"clean office, good communication with the staff and agents.  I was self employed and I rely on the Remax staff to help input listings, take calls and transfer clients to me.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,loved working in the real estate business love seeing all the homes and different styles people have enjoy meeting and greeting new people and helping them find the perfect home,3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Highly motivated and resourceful salesperson to help deliver customer service and find the dream home of your client.  Coordinate appointments, advise first time home buyers and represent sellers.  Unique and creative advertising to promote sales opportunities.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,Great place to start my knowledge of real estate in an enviornment full of busy agents. From here become a transaction coordinator or get your own license!,3.4,NA
3.9,4,RE/MAX,16,4,3.4,This is a great companyto work for.,3.4,NA
4,4.1,Insight Global,17,4.1,3.8,"It's a fast paced environment with little to no benefits associated with it. I would not recommend this job or company to any one of my friends, colleague or family.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"IG has a great work culture overall. It's definitely a ""work hard play hard"" environment with a lot of room for career advancement. I learned so many skills in my various roles within the company that I will take with me in all future endeavors.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,My agent was very informed and stay in contact through out the project. This ensured me that I was important remember and appreciated Thank you so much Alex.,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,changed offices every 6 weeks while maintaining a standard of customer services knowledge of epic software and medical insurance guidelines hippa laws  and scheduling protocol,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,I enjoyed my time at Insight Global.  They provided an opportunity to work on a challenging project at HSBC.  Pay checks were always on-time and they had a thorough library of courses available.,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,The Account Managers are all very approachable and helpful with finding new contracts and once you are on a contract their follow-up and continued communications is very helpful.,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"Insight Global is a company that helps find you mostly temporary, contractor work. They are your employer but you do work for another company. Recruiters are very friendly and helpful.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,Fun company culture. Not much of a work life balance. Great advancement but you have to work hard and like cut throat sales. All the co-workers are awesome!,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"Worked for this company for two years, my recruiter is a consummate professional, willing and able to discuss the contract and job conditions at any time. This organization values their team members, and will work to provide the best working conditions . ",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,Worked about 12/hrs a day only to be told I wasn't putting in enough time.  Both of my mentors quit which should of been a sign to get out sooner than later.  Would not recommend,3.7,Consulting and Business Services
3.7,3.8,Apple,10,4.2,4.1,"I learned a lot about myself, other people as well as more knowledge on Apple products. I learned how to communicate with people and to listen well in order to understand what people need and are asking for. I learned so many things about different people because Apple is extremely diverse. So many people come from different professional backgrounds with different ideas.",3.7,Computers and Electronics
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"This is, hands down, the best company to work for. I am proud to be Ritz-Carlton! The Employee Promise truly sets it aside and above all other hospitality companies.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"An excellent place to work for, Prestigious, Professional, very well Organized, a place I would recommend any one to work for.  My experience is well son",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"I personally love the Ritz, it has taught me so much about genuine care and comfort and the importance of going beyond ones expectations to make memories, guests, and clients for life.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"The  Ritz Carlton Hotel and Resort is amazing to work for. We treat ladies & gentlemen like ladies & and gentlemen including all of the employees of the hotel. Through the call center we find out if the guests coming to our facility have wedding anniversaries, birthdays, engagements etc. by doing so we can arrange a special something in their rooms without them knowing. Each employee is empowered to fix any issues or concerns that a guest may have no management needed to approve. All employees are trained to perform their duties beyond the expectations of the guests needs and expectations. All departments work as a team to provide excellent service to our guests. We provide excellent service that will create memorable memories to our guest and make them come back again and again.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"A more incompetent group of management you will never fine in one location! If you enjoy being treated like a child, double standards, liars and hypocrisy, then this is your dream job!",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,I consider myself very lucky to be part of the Ladies and Gentlemen family of the Ritz-Carlton Philadelphia Hotel. ,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,Working at The Ritz Carlton was a pretty fun and interesting learning experience that i had endured at the time. pretty relaxed good vibe place to be.,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,If you wanna make some money for talking and entertaining everyday guest this is the perfect work friendly job.Decent hourly pay but the everyday tips is what makes the job great.,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,loved working at the Ritz but the managers were very unorganized and not helpful at all to their workers. had great benefits and amazing co-workers but the leadership was way off.,4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,This was a really good company to work for.  I met a lot of very interesting people.  I worked in the business office and therefore my schedule was a bit flexible - no working in the weekends as is usually required in this industry.  Still my favorite hotel chain.,4.2,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,builds character,3.6,"Restaurants, Travel and Leisure"
3.9,4,RE/MAX,16,4,3.4,"My experience at Remax was great. The agents are super nice to work for. I learned a lot about the Real Estate industry; in fact I am considering getting my Real Estate Agent license. The workplace culture is wonderful - everyone was so nice. The management (owners) were also great to work for. The position was only part-time, however there are busy times where you can work some over-time.  They did not offer any benefits to their employees. Overall the experience was very pleasant.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,"I enjoy working for a Multi-Billion dollar company.  I have incorporated skills, techniques and knowledge that has built my business to a high level and has set the standard at an enormous parallel.  My clients and future prospects enjoy the superior service that is provided not only by what Re/Max offers but what I can contribute towards their success when it comes to buying or selling a home.  I have cultivated and met wonderful clients along the way that I will call my forever friends.  The hardest part of my job is the repetitious calling to consumers that are not open to the idea or possibility of buying or selling a home.  The most enjoyable part of my job is the flexibility it provides for me and my family, and the limitless income that I can pursue through my personal and business goals.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,This office has closed and is non-existent,3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Very enjoyable experience working with Remax team of co-workers, brokers and customers. Flexible hours and change of scenery everyday. Very fulfilling place to work.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Wonderful team, great people wonderful group. Very team oriented , great support staff, honored to have worked there and thourally enjoyed it. Would highly recommended m",3.4,NA
3.9,4,RE/MAX,16,4,3.4,"Truly enjoyed working with, and helping the agents and clients. Learned a lot about Real Estate.  A pleasant working environment. I learned commissions, billing, accounts receivable and payable.",3.4,NA
3.9,4,RE/MAX,16,4,3.4,Net working with others and follow up is how it works.  Everyone you meet is important.  Must be well organized to keep up with the pace.  It can be hard but rewarding.,3.4,NA
3.9,4,RE/MAX,16,4,3.4,"I work from home but all the people that work at ReMax are very friendly. If you're in the market for a home or rental, definitely go see them, and the location is easily accessible.",3.4,NA
3.8,3.9,Publix,12,4.1,4.1,I loved working at Publix. Sure you had some not so great managers but for the most part looking back at my almost ten years at Publix I would do it again in a heart beat. Living in Texas I really miss Publix.,4,Retail
3.8,4,HEB,13,4.2,4.1,"Great company, I like the employers I work for. We get treated very well. On a typical workday, we are scheduled for at least 6 hours. The kitchen is very clean. Overall it's a great facility to work for",4,Retail
4,4.1,Insight Global,17,4.1,3.8,"Glorified call center employee. Office feels more like a high school than an office. High weekly quotas you must meet and LOW pay. I would say, KEEP LOOKING, do not settle.  HIGH TURNOVER.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,Was a pleasure working for the company.They offer great compensation and look out for the employees. They well take care of all the front-end and make sure your are satisfied with the position.,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"I recently joined them.  I relocated here in January and am conducting a work search.  In my desire to go to work every day while searching for my dream job Insight stepped in and got me out there.  They found an amazing fit for me that keeps me challenged, busy, and up to speed with HR practices and laws.  I'm very much enjoying their customer service and attention to detail with my future.  I couldn't recommend them highly enough.  Every single person I network with at Insight is focused on great customer service, listens with intent of helping and pays attention to me while I'm in the field!!",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"Review charts from individual practices, group practices, hospitals and nursing facilities. Communicate with assigned quality control leaders and assigned recruiter.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"Insight Global has found me some of the greatest consulting gigs in the Puget Sound area. Kudos for this, as I've learned much in the several roles that I've fulfilled for Insight and their clients.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"Insight Global HR is very responsive, Never had an issue working with these guys on any projects. The experience was well worth the time spent on and off site.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"misrepresented themselves to me, terrible benefits, no PTO, are sneaky when negotiating contracts, etc. Tried to get me to no talk salary with the company I was contracting with so that they wouldn't lose money on me, when the company knew i was worth being paid more.",3.7,Consulting and Business Services
3.7,3.8,Apple,10,4.2,4.1,"The compensation and benefits for a retail job are among the best you can find. However, working at Apple can be incredibly demanding and hectic. Additionally, doesn't all ways ""walk the walk"" when it comes to company values and culture. Although they preach about customer service, and don't mention any quantitative assessment during training, once you get on the floor you find out about metrics and targets related to sales numbers, Apple Pay, and business engagement.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"The environment has changed over the years, but is still a good place to work. Over the past 10 years, Apple has gone through a growth spurt and has gone more corporate and less family oriented. Also, the one thing that was most important....the outsourcing of jobs and in-sourcing of contractors from other countries which affect our local economy. Especially, in Northern California's Bay Area which is very expensive to live.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,Working for Apple has been the best experience so far. Very encouraging to help you grow and develop along with all their product line. The culture is always positive and very motivating.,3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,Great company with lots and lots of innovation. You work with some of the brightest minds in the world. Excellent company. You will always be amazed at what happens at Apple.,3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"Mostly hype here. I am sure this used to be a cool meaningful job back in the Steve Jobs Days. My experience was not that. After the fancy Apple corporate onboarding, its plain everyday retail.  ",3.7,Computers and Electronics
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"Always get put down for mistakes. Management is poor. No holidays off. communication is non exsistant. you can give your life, and the minute youre not able to do a favor youre on the bad list. employees come and go from the department often. disrespectful managers.",4.2,"Restaurants, Travel and Leisure"
4.1,4.2,The Ritz-Carlton,15,4.4,4.2,"The company used to be great and take care of its employees over and above. Marriott purchased a portion of the company and many policies and practices changed. My last hotel, my general manager could care less for his executive team and only concerned about his numbers. This was a big reason I left the company after almost 13 years.",4.2,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"Read emails, print reports, print checks, stock order. Trouble shoot printer problems, open and close service center tickets. More than enough work to keep you busy all day.",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"Working at the Disney Store was a great opportunity for me because it was like I didn't even have to work since I loved being around the people so much. It brings joy to myself when I see kids so happy, and I think that's what really matters working over there.",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,I worked in Feature Animation for 4 years. I worked in the IT department as a TSR (Technical Service Representative).,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"Whether I opened or closed there was never a dull day At the Disney Store inside the inland center mall. Every staff member from the vets to the seasonal staff were beyond enjoyable. I learned how to tailor myself and conversation to each customer , operate two cash registers at once as well as selling a great deal of popup perks which are often little mugs, pens ,key chains ect that we urge as many customers to purchase upon check out. Wonderful experience",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,Nice place to work. It has a friendly environment where manager is approachable. It got very good HR policy and come off as well. They give theme park passes.,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"The benefits and perks of working within any section of the company are totally worth it. The people are usually really fun to work with (I've never met anyone who didn't have at least a few friends where they work). Of course it's just a job, but it's entertaining.",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,Work was never boring,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,Being part of the Disney College Program was amazing! I recommend it to everyone! I was a Jungle Cruise skipper and I still cherish those memories. I loved it!,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,I worked for Disney several times and you meet great people and really do have fun. The hourly management doesn't do much to help out their employees & there is a lot of drama in the workplace. And the pay isn't great. But you get free park admission and discount so it evens everything else out.,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"Awesome was able to meet people from different counties, play with the toys watch movies. enjoy my coworkers they were all friendly and fun liked it because I was able to merchandise the the store.",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,Free membership into parks + employee discount ,3.6,"Restaurants, Travel and Leisure"
3.9,4,RE/MAX,16,4,3.4,fun place to work at,3.4,NA
3.8,3.9,Publix,12,4.1,4.1,"Very great place to work. Lots of job opportunities. Great environment, most associates love coming to work. Can move up very quickly if you are interested in management.",4,Retail
3.8,3.9,Publix,12,4.1,4.1,"I had a few people that were amazing and made sure life was great, Then there are the problems, of its not my job you do it. It was a good but sometimes not the best management",4,Retail
3.8,3.9,Publix,12,4.1,4.1,"Have worked here for 4 years and there has been a big difference. It has become all about work. There are no hours to allow for the proper number of workers. Any problems are handled as ""it's like that at every store"". Most managers are just there for the paycheck and don't care about the employees. If a manager is good, they just get moved around and are never promoted above their department level. The culture has been lost to make the corporate bosses richer.",4,Retail
3.8,3.9,Publix,12,4.1,4.1,"Publix is a great company to work for it you want to be in it for the long run. Also, if you are in school they are very flexible with working around your schedule.",4,Retail
3.8,3.9,Publix,12,4.1,4.1,I bag or cashier part time at publix - I love interacting with the customers and make sure they are always completely satisfied with my services.  I take pride in myself that I make sure they know I am always there for any of their needs.,4,Retail
3.8,3.9,Publix,12,4.1,4.1,"customer service, bag grocery, cashier, lotto, cash checks, western union, balance cash office, train new office staff, cross train in other departments.",4,Retail
3.8,3.9,Publix,12,4.1,4.1,"I learned very much about handling questions that the customers asked me and misunderstandings. I learned to work the cash register, how to work at a proficient pace, and I enhanced my communication skills. The management at Athens, AL Publix was wonderful; I loved the people that I worked with while I was there. The hardest part of the job was learning how to keep a customer satisfied when there was a miscommunication or misunderstanding. After experience with situations like I just described, I learned how to keep the customer satisfied and more calm. The most enjoyable part of my experience at Publix was getting to speak to many different people throughout the day. I liked knowing that while the customers were at Publix (and with me also) everything went very smoothly and timely.",4,Retail
3.8,3.9,Publix,12,4.1,4.1,the area i was in wasnt so good. but the company itself was very understanding of school and work life. i worked in the bakery where it was very up beat.,4,Retail
3.8,3.9,Publix,12,4.1,4.1,"All associates are over worked and under paid. Flexible schedule is in their favor,not yours. Management is 50/50. Some are really good.Others just learned to tie the shoes. I also learned that hard work gets you nowhere with this company. There is a lot of favoritism at the locations I have worked at.",4,Retail
3.7,4,NIKE,8,4.2,3.8,"-A typical day at work for a visual athlete consist of maintaining the Mens Running floor. Maintaining the sales floor means replenishing apparel, footwear, and equipment, when products are low we have to come up with a secondary plan to put in the perspective area, changing and fixing mannequins, processing, inbounds reports, stockroom planning, grids, directives, and whiteboards. Our typical day sets us up for what's coming in, what's low, what gets carried over, and what gets shipped out.",3.7,Consumer Goods and Services
3.8,4,HEB,13,4.2,4.1,This is a great place to work at. You get paid weekly and give you tons of perks being an employee. They work around your schedule if your in school and recognize you for the hard work that you do HEB is always involved with the community and always supporting events that you can participate in.,4,Retail
3.8,4,HEB,13,4.2,4.1,"Heb was an amazing company to work for, with many opportunities to build your career. It offers great benefits and gives appreciation to its employees.",4,Retail
3.8,4,HEB,13,4.2,4.1,Good place to work. ,4,Retail
3.8,4,HEB,13,4.2,4.1,The manager and employees at heb are very hateful and very racist . I regret working there . The only thing that was good was the pay . When they didnt cut your hours .,4,Retail
3.8,4,HEB,13,4.2,4.1,"A day at work went by very smoothly you received 15-minute break every 2 hours. I learned how to bag customers items the correct way to where nothing is broken or squished. I also learned that many customers were very thankful to have baggers for them and tended to tip me very frequently. There were many employees who were under management everyone was overall friendly and very easy to work with. The workplace culture was diverse a little bit of every culture everywhere. The hardest part of the job was simply having to make quick runs if a customer accidently picked up the wrong item or an item with no price tag, I would then have to search the store for the item in a reasonable time. The most enjoyable part of the job was just seeing the smiles on customers faces when I had greeted them and made small conversation with me giving them an experience to remember.",4,Retail
3.8,4,HEB,13,4.2,4.1,"I love the overnight shift, calm and quiet and the employees were great. We never had a dull moment. I liked the structure  and the comfort I felt working overnight, I felt safe",4,Retail
3.8,4,HEB,13,4.2,4.1,"HEB is a wonderful company to work for, they make sure that you are taken care of that and that your voice is heard. Management on all levels are excellent and I've had zero problems working with them.",4,Retail
3.8,4,HEB,13,4.2,4.1,"Super flexible with your hours and if you got to school, a lot of cool people to work with and super cool work environment. Plays every week, Very nice staff.",4,Retail
4,4.1,Insight Global,17,4.1,3.8,"Lots of standing around wasting time. Rules change at the drop of a hat. its a 18 month contract, yet we get punished with less hours because we are going to fast. Managers are over worked and underpaid. Have to live in hotels, varying from Days Inn to La Quinta. Get one week off to go home in 3 months of working.",3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,excessive turnover with recruiters,3.7,Consulting and Business Services
4,4.1,Insight Global,17,4.1,3.8,"good group to work for, address concerns fairly promptly, friendly and courteous, will listen to issues, benefits are alright and fairly comparable salaries",3.7,Consulting and Business Services
3.7,3.8,Apple,10,4.2,4.1,"If you are a driven ""mover and shaker"", this specific position may not be for you due to the perceived lack of upward mobility.  As an at home advisor, it is difficult to advance into a different position largely due to the inability to know people in a personal manner as would be possible in a face to face role.  So with this in mind, the issue is more with the type of role, not the company itself.  But other than this, it is a work great environment that I highly recommend for those looking for an entry level experience.  I find that when job hunting, people tend to be impressed with the Apple name and this helps establish professional credibility.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"Hey, its a relaxed job helping the worlds best clients and customers. You are apart of a company that leads the world in trendy, but accessible technology. Apple, the company that I used to hate but came to love. It brings computers to the human level, the level of which anyone can understand, and those that which to master, can. Its one of the finest and most honorable companies in the world, and it was a joy to work there.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"a typical day at apple store. is fun and full of energy. helping people buy and helping people that need help with their Macbook,or iPhone. telling people where to go",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"You learn so much about working at Apple, from taking a week of training just to learn how to communicate with people. I have taken what I've learn and applied it to my daily life, and it has changed how I interact with everyone.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"Management is helpful, they make sure you don't feel alone on the phones. Your training is in depth and up to date. You work from home so no commute AND they send you an iMac!",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,Learned valuable skills! Great workplace environment. Honed my problem solving skills and increased my knowledge in technology and Apple devices. Great benefits for retail employees!,3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"The people here at Apple dont just create products  they create the kind of wonder thats revolutionized entire industries. Its the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.",3.7,Computers and Electronics
3.7,3.8,Apple,10,4.2,4.1,"working for apple was and has been one of the most rewarding jobs i have ever held. that being said. the turnover rate is rather high, and some of the people that are hired are completely incompetent on basic troubleshooting issues. and with company policy focusing on the customer instead of their issue it does get rather tedious not being able to do your job the way you expect yourself to be able to do so",3.7,Computers and Electronics
3.8,3.9,The Walt Disney Company,11,4.2,3.8,"Fun, fast paced job that gives a lot of room for growth throughout the entire company. With easy to understand rules set from the start about how to conduct oneself",3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,It was an awesome first job. being part of the crew was amazing because i worked with some really hardworking people. Everything was going smooth until the management team changed. That is when i decided to leave.,3.6,"Restaurants, Travel and Leisure"
3.8,3.9,The Walt Disney Company,11,4.2,3.8,The Walt Disney Company is a great place to work. They offer flexible  hours and weekends They offer excellent  company benefits and a welcoming work atmosphere to staff and Guests.,3.6,"Restaurants, Travel and Leisure"
